uid,person,class,annoId
300238,2,2,57863
300239,1,2,57863
300240,2,2,57864
300241,1,2,57864
300242,2,2,57865
300243,1,2,57865
300244,2,2,57866
300245,1,2,57866
300246,2,2,57867
300247,1,2,57867
300248,2,2,57868
300249,1,2,57868
300250,2,2,57869
300251,1,2,57869
300252,2,2,57870
300253,1,2,57870
300254,2,2,57871
300255,1,2,57871
300256,2,2,57872
300257,1,2,57872
300258,2,2,57873
300259,1,2,57873
300260,2,2,57874
300261,1,2,57874
300262,2,2,57875
300263,1,2,57875
300264,2,2,57876
300265,1,2,57876
300266,2,2,57877
300267,1,2,57877
300268,2,2,57878
300269,1,4,57878
300270,2,2,57879
300271,1,2,57879
300272,2,2,57880
300273,1,2,57880
300274,2,2,57881
300275,1,2,57881
300276,2,2,57882
300277,1,2,57882
300278,2,2,57883
300279,1,2,57883
300280,2,2,57884
300281,1,2,57884
300282,2,2,57885
300283,1,2,57885
300284,2,2,57886
300285,1,2,57886
300286,2,2,57887
300287,1,2,57887
300288,2,2,57888
300289,1,2,57888
300290,2,2,57889
300291,1,2,57889
300292,2,2,57890
300293,1,2,57890
300294,2,2,57891
300295,1,4,57891
300296,2,2,57892
300297,1,2,57892
300298,2,2,57893
300299,1,2,57893
300300,2,2,57894
300301,1,2,57894
300302,2,2,57895
300303,1,2,57895
300304,2,2,57896
300305,1,2,57896
300306,2,2,57897
300307,1,2,57897
300308,2,2,57898
300309,1,2,57898
300310,2,2,57899
300311,1,2,57899
300312,2,2,57900
300313,1,2,57900
300314,2,2,57901
300315,1,2,57901
300316,2,2,57902
300317,1,2,57902
300318,2,2,57903
300319,1,2,57903
300320,2,2,57904
300321,1,2,57904
300324,2,2,57906
300325,1,2,57906
300326,2,2,57907
300327,1,2,57907
300328,2,2,57908
300329,1,2,57908
300330,2,2,57909
300331,1,2,57909
300334,2,2,57911
300335,1,2,57911
300336,2,2,57912
300337,1,2,57912
300338,2,2,57913
300339,1,2,57913
300340,2,2,57914
300341,1,2,57914
300342,2,2,57915
300343,1,2,57915
300344,2,2,57916
300345,1,2,57916
300346,2,2,57917
300347,1,2,57917
300348,2,2,57918
300349,1,2,57918
300350,2,2,57919
300351,1,2,57919
300352,2,2,57920
300353,1,2,57920
300354,2,2,57921
300355,1,2,57921
300356,2,2,57922
300357,1,2,57922
300358,2,2,57923
300359,1,4,57923
300360,2,2,57924
300361,1,2,57924
300362,2,2,57925
300363,1,2,57925
300364,2,2,57926
300365,1,2,57926
300366,2,2,57927
300367,1,2,57927
300368,2,2,57928
300369,1,2,57928
300372,2,2,57930
300373,1,2,57930
300374,2,2,57931
300375,1,2,57931
300378,2,2,57933
300379,1,2,57933
300380,2,2,57934
300381,1,3,57934
300382,2,2,57935
300383,1,2,57935
300384,2,2,57936
300385,1,2,57936
300386,2,2,57937
300387,1,2,57937
300388,2,2,57938
300389,1,2,57938
300390,2,2,57939
300391,1,2,57939
300392,2,2,57940
300393,1,2,57940
300394,2,2,57941
300395,1,2,57941
300396,2,2,57942
300397,1,3,57942
300398,2,2,57943
300399,1,2,57943
300400,2,2,57944
300401,1,2,57944
300402,2,2,57945
300403,1,2,57945
300404,2,2,57946
300405,1,2,57946
300406,2,2,57947
300407,1,2,57947
300408,2,2,57948
300409,1,2,57948
300410,2,2,57949
300411,1,2,57949
300412,2,2,57950
300413,1,2,57950
300414,2,2,57951
300415,1,3,57951
300416,2,2,57952
300417,1,2,57952
300418,2,2,57953
300419,1,2,57953
300420,2,2,57954
300421,1,2,57954
300422,2,2,57955
300423,1,2,57955
300424,2,2,57956
300425,1,2,57956
300426,2,2,57957
300427,1,2,57957
300428,2,2,57958
300429,1,2,57958
300430,2,2,57959
300431,1,2,57959
300432,2,2,57960
300433,1,2,57960
300434,2,2,57961
300435,1,2,57961
300436,2,2,57962
300437,1,2,57962
300438,2,2,57963
300439,1,2,57963
300440,2,2,57964
300441,1,2,57964
300442,2,2,57965
300443,1,2,57965
300444,2,2,57966
300445,1,2,57966
300446,2,2,57967
300447,1,2,57967
300448,2,2,57968
300449,1,2,57968
300450,2,2,57969
300451,1,2,57969
300454,2,2,57971
300455,1,2,57971
300456,2,2,57972
300457,1,2,57972
300458,2,2,57973
300459,1,2,57973
300460,2,2,57974
300461,1,2,57974
300462,2,2,57975
300463,1,2,57975
300464,2,2,57976
300465,1,2,57976
300466,2,2,57977
300467,1,2,57977
300468,2,2,57978
300469,1,2,57978
300470,2,2,57979
300471,1,2,57979
300472,2,2,57980
300473,1,2,57980
300474,2,2,57981
300475,1,2,57981
300476,2,2,57982
300477,1,2,57982
300478,2,2,57983
300479,1,2,57983
300480,2,2,57984
300481,1,2,57984
300482,2,2,57985
300483,1,2,57985
300484,2,2,57986
300485,1,2,57986
300486,2,2,57987
300487,1,2,57987
300488,2,2,57988
300489,1,2,57988
300490,2,2,57989
300491,1,2,57989
300492,2,2,57990
300493,1,2,57990
300494,2,2,57991
300495,1,2,57991
300496,2,2,57992
300497,1,2,57992
300498,2,2,57993
300499,1,2,57993
300500,2,2,57994
300501,1,2,57994
300502,2,2,57995
300503,1,2,57995
300504,2,2,57996
300505,1,4,57996
300506,2,2,57997
300507,1,2,57997
300508,2,2,57998
300509,1,2,57998
300510,2,2,57999
300511,1,2,57999
300512,2,2,58000
300513,1,2,58000
300514,2,2,58001
300515,1,2,58001
300516,2,2,58002
300517,1,2,58002
300518,2,2,58003
300519,1,2,58003
300520,2,2,58004
300521,1,2,58004
300522,2,2,58005
300523,1,2,58005
300524,2,2,58006
300525,1,2,58006
300526,2,2,58007
300527,1,2,58007
300528,2,2,58008
300529,1,2,58008
300530,2,2,58009
300531,1,2,58009
300532,2,2,58010
300533,1,3,58010
300534,2,2,58011
300535,1,3,58011
300536,2,2,58012
300537,1,3,58012
300538,2,2,58013
300539,1,3,58013
300540,2,2,58014
300541,1,2,58014
300544,2,2,58016
300545,1,2,58016
300546,2,2,58017
300547,1,2,58017
300548,2,2,58018
300549,1,2,58018
300550,2,2,58019
300551,1,2,58019
300552,2,2,58020
300553,1,2,58020
300554,2,2,58021
300555,1,2,58021
300556,2,2,58022
300557,1,2,58022
300558,2,2,58023
300559,1,2,58023
300560,2,2,58024
300561,1,2,58024
300562,2,2,58025
300563,1,2,58025
300564,2,2,58026
300565,1,2,58026
300566,2,2,58027
300567,1,2,58027
300568,2,2,58028
300569,1,2,58028
300570,2,2,58029
300571,1,2,58029
300572,2,2,58030
300573,1,2,58030
300574,2,2,58031
300575,1,2,58031
300576,2,2,58032
300577,1,2,58032
300578,2,2,58033
300579,1,2,58033
300580,2,2,58034
300581,1,2,58034
300584,2,2,58036
300585,1,2,58036
300586,2,2,58037
300587,1,2,58037
300588,2,2,58038
300589,1,2,58038
300590,2,2,58039
300591,1,2,58039
300592,2,2,58040
300593,1,2,58040
300594,2,2,58041
300595,1,2,58041
300596,2,2,58042
300597,1,2,58042
300598,2,2,58043
300599,1,2,58043
300600,2,2,58044
300601,1,2,58044
300602,2,2,58045
300603,1,2,58045
300604,2,2,58046
300605,1,2,58046
300606,2,2,58047
300607,1,2,58047
300608,2,2,58048
300609,1,2,58048
300610,2,2,58049
300611,1,2,58049
300614,2,2,58051
300615,1,2,58051
300616,2,2,58052
300617,1,2,58052
300618,2,2,58053
300619,1,2,58053
300620,2,2,58054
300621,1,2,58054
300622,2,2,58055
300623,1,3,58055
300624,2,2,58056
300625,1,2,58056
300626,2,2,58057
300627,1,2,58057
300628,2,2,58058
300629,1,2,58058
300630,2,2,58059
300631,1,2,58059
300632,2,2,58060
300633,1,2,58060
300634,2,2,58061
300635,1,2,58061
300636,2,2,58062
300637,1,2,58062
300638,2,2,58063
300639,1,3,58063
300640,2,2,58064
300641,1,2,58064
300642,2,2,58065
300643,1,3,58065
300644,2,2,58066
300645,1,2,58066
300646,2,2,58067
300647,1,2,58067
300648,2,2,58068
300649,1,3,58068
300650,2,2,58069
300651,1,2,58069
300652,2,2,58070
300653,1,2,58070
300654,2,2,58071
300655,1,2,58071
300656,2,2,58072
300657,1,2,58072
300660,2,2,58074
300661,1,2,58074
300662,2,2,58075
300663,1,2,58075
300664,2,2,58076
300665,1,2,58076
300666,2,2,58077
300667,1,2,58077
300668,2,2,58078
300669,1,2,58078
300670,2,2,58079
300671,1,2,58079
300672,2,2,58080
300673,1,2,58080
300674,2,2,58081
300675,1,2,58081
300676,2,2,58082
300677,1,2,58082
300678,2,2,58083
300679,1,2,58083
300680,2,2,58084
300681,1,2,58084
300682,2,2,58085
300683,1,2,58085
300686,2,2,58087
300687,1,2,58087
300688,2,2,58088
300689,1,2,58088
300690,2,2,58089
300691,1,2,58089
300692,2,2,58090
300693,1,2,58090
300694,2,2,58091
300695,1,4,58091
300696,2,2,58092
300697,1,2,58092
300698,2,2,58093
300699,1,4,58093
300700,2,2,58094
300701,1,2,58094
300702,2,2,58095
300703,1,2,58095
300704,2,2,58096
300705,1,2,58096
300706,2,2,58097
300707,1,2,58097
300708,2,2,58098
300709,1,2,58098
300710,2,2,58099
300711,1,2,58099
300712,2,2,58100
300713,1,2,58100
300714,2,2,58101
300715,1,2,58101
300718,2,2,58103
300719,1,2,58103
300720,2,2,58104
300721,1,2,58104
300722,2,2,58105
300723,1,2,58105
300724,2,2,58106
300725,1,2,58106
300726,2,2,58107
300727,1,2,58107
300728,2,2,58108
300729,1,4,58108
300730,2,2,58109
300731,1,2,58109
300734,2,2,58111
300735,1,2,58111
300736,2,2,58112
300737,1,2,58112
300738,2,2,58113
300739,1,2,58113
300740,2,2,58114
300741,1,2,58114
300742,2,2,58115
300743,1,2,58115
300744,2,2,58116
300745,1,2,58116
300746,2,2,58117
300747,1,2,58117
300748,2,2,58118
300749,1,2,58118
300750,2,2,58119
300751,1,2,58119
300752,2,2,58120
300753,1,2,58120
300754,2,2,58121
300755,1,2,58121
300756,2,2,58122
300757,1,3,58122
300758,2,2,58123
300759,1,2,58123
300760,2,2,58124
300761,1,2,58124
300762,2,2,58125
300763,1,2,58125
300764,2,2,58126
300765,1,2,58126
300766,2,2,58127
300767,1,2,58127
300768,2,2,58128
300769,1,2,58128
300770,2,2,58129
300771,1,2,58129
300774,2,2,58131
300775,1,2,58131
300776,2,2,58132
300777,1,2,58132
300778,2,2,58133
300779,1,4,58133
300784,2,2,58136
300785,1,2,58136
300786,2,2,58137
300787,1,2,58137
300788,2,2,58138
300789,1,2,58138
300790,2,2,58139
300791,1,2,58139
300792,2,2,58140
300793,1,2,58140
300794,2,2,58141
300795,1,2,58141
300796,2,2,58142
300797,1,2,58142
300798,2,2,58143
300799,1,2,58143
300800,2,2,58144
300801,1,2,58144
300802,2,2,58145
300803,1,4,58145
300804,2,2,58146
300805,1,1,58146
300806,2,2,58147
300807,1,1,58147
300808,2,2,58148
300809,1,1,58148
300810,2,2,58149
300811,1,4,58149
300812,2,2,58150
300813,1,2,58150
300814,2,2,58151
300815,1,2,58151
300816,2,2,58152
300817,1,2,58152
300818,2,2,58153
300819,1,2,58153
300820,2,2,58154
300821,1,2,58154
300822,2,2,58155
300823,1,2,58155
300824,2,2,58156
300825,1,2,58156
300826,2,2,58157
300827,1,2,58157
300828,2,2,58158
300829,1,2,58158
300830,2,2,58159
300831,1,2,58159
300832,2,2,58160
300833,1,4,58160
300834,2,2,58161
300835,1,2,58161
300836,2,2,58162
300837,1,2,58162
300838,2,2,58163
300839,1,2,58163
300840,2,2,58164
300841,1,2,58164
300842,2,2,58165
300843,1,2,58165
300844,2,2,58166
300845,1,2,58166
300846,2,2,58167
300847,1,3,58167
300848,2,2,58168
300849,1,2,58168
300850,2,2,58169
300851,1,4,58169
300852,2,2,58170
300853,1,2,58170
300854,2,2,58171
300855,1,2,58171
300856,2,2,58172
300857,1,2,58172
300858,2,2,58173
300859,1,2,58173
300860,2,2,58174
300861,1,2,58174
300862,2,2,58175
300863,1,2,58175
300864,2,2,58176
300865,1,2,58176
300866,2,2,58177
300867,1,4,58177
300874,2,2,58181
300875,1,3,58181
300876,2,2,58182
300877,1,2,58182
300878,2,2,58183
300879,1,2,58183
300880,2,2,58184
300881,1,2,58184
300882,2,2,58185
300883,1,4,58185
300884,2,2,58186
300885,1,2,58186
300886,2,2,58187
300887,1,2,58187
300888,2,2,58188
300889,1,2,58188
300890,2,2,58189
300891,1,2,58189
300898,2,2,58193
300899,1,2,58193
300902,2,2,58195
300903,1,2,58195
300904,2,2,58196
300905,1,2,58196
300906,2,2,58197
300907,1,2,58197
300908,2,2,58198
300909,1,2,58198
300910,2,2,58199
300911,1,2,58199
300912,2,2,58200
300913,1,2,58200
300914,2,2,58201
300915,1,2,58201
300916,2,2,58202
300917,1,2,58202
300918,2,2,58203
300919,1,2,58203
300922,2,2,58205
300923,1,2,58205
300926,2,2,58207
300927,1,2,58207
300928,2,2,58208
300929,1,2,58208
300930,2,2,58209
300931,1,2,58209
300932,2,2,58210
300933,1,2,58210
300934,2,2,58211
300935,1,2,58211
300936,2,2,58212
300937,1,2,58212
300938,2,2,58213
300939,1,2,58213
300940,2,2,58214
300941,1,2,58214
300942,2,2,58215
300943,1,2,58215
300944,2,2,58216
300945,1,2,58216
300946,2,2,58217
300947,1,2,58217
300948,2,2,58218
300949,1,2,58218
300958,2,2,58223
300959,1,2,58223
300962,2,2,58225
300963,1,2,58225
300964,2,2,58226
300965,1,2,58226
300966,2,2,58227
300967,1,2,58227
300970,2,2,58229
300971,1,4,58229
300972,2,2,58230
300973,1,4,58230
300974,2,2,58231
300975,1,2,58231
300976,2,2,58232
300977,1,2,58232
300978,2,2,58233
300979,1,4,58233
300980,2,2,58234
300981,1,4,58234
300982,2,2,58235
300983,1,4,58235
300984,2,2,58236
300985,1,2,58236
300986,2,2,58237
300987,1,1,58237
300988,2,2,58238
300989,1,4,58238
300990,2,2,58239
300991,1,2,58239
300992,2,2,58240
300993,1,2,58240
300994,2,2,58241
300995,1,4,58241
300996,2,2,58242
300997,1,2,58242
300998,2,2,58243
300999,1,2,58243
301000,2,2,58244
301001,1,2,58244
301002,2,2,58245
301003,1,2,58245
301008,2,2,58248
301009,1,2,58248
301010,2,2,58249
301011,1,2,58249
301020,2,2,58254
301021,1,2,58254
301022,2,2,58255
301023,1,2,58255
301024,2,2,58256
301025,1,2,58256
301026,2,2,58257
301027,1,2,58257
301028,2,2,58258
301029,1,2,58258
301030,2,2,58259
301031,1,2,58259
301032,2,2,58260
301033,1,2,58260
301034,2,2,58261
301035,1,2,58261
301036,2,2,58262
301037,1,2,58262
301038,2,2,58263
301039,1,3,58263
301040,2,2,58264
301041,1,2,58264
301042,2,2,58265
301043,1,2,58265
301044,2,2,58266
301045,1,2,58266
301046,2,2,58267
301047,1,2,58267
301048,2,2,58268
301049,1,2,58268
301050,2,2,58269
301051,1,2,58269
301052,2,2,58270
301053,1,2,58270
301054,2,2,58271
301055,1,2,58271
301056,2,2,58272
301057,1,2,58272
301058,2,2,58273
301059,1,2,58273
301060,2,2,58274
301061,1,2,58274
301062,2,2,58275
301063,1,2,58275
301064,2,2,58276
301065,1,2,58276
301066,2,2,58277
301067,1,2,58277
301068,2,2,58278
301069,1,2,58278
301070,2,2,58279
301071,1,2,58279
301072,1,2,58280
301073,2,2,58280
301074,2,2,58281
301075,1,2,58281
301076,2,2,58282
301077,1,2,58282
301078,2,2,58283
301079,1,2,58283
301080,2,2,58284
301081,1,2,58284
301082,2,2,58285
301083,1,2,58285
301084,2,2,58286
301085,1,2,58286
301086,2,2,58287
301087,1,2,58287
301088,2,2,58288
301089,1,2,58288
301090,2,2,58289
301091,1,2,58289
301092,2,2,58290
301093,1,2,58290
301094,2,2,58291
301095,1,2,58291
301096,2,2,58292
301097,1,2,58292
301098,2,2,58293
301099,1,2,58293
301100,2,2,58294
301101,1,2,58294
301102,2,2,58295
301103,1,2,58295
301104,2,2,58296
301105,1,2,58296
301106,2,2,58297
301107,1,2,58297
301108,2,2,58298
301109,1,2,58298
301110,2,2,58299
301111,1,2,58299
301112,2,2,58300
301113,1,2,58300
301114,2,2,58301
301115,1,2,58301
301116,2,2,58302
301117,1,2,58302
301118,2,2,58303
301119,1,2,58303
301120,2,2,58304
301121,1,2,58304
301122,2,2,58305
301123,1,2,58305
301124,2,2,58306
301125,1,2,58306
301130,2,2,58309
301131,1,2,58309
301132,2,2,58310
301133,1,2,58310
301134,2,2,58311
301135,1,2,58311
301136,2,2,58312
301137,1,2,58312
301138,2,2,58313
301139,1,2,58313
301140,2,2,58314
301141,1,2,58314
301142,2,2,58315
301143,1,2,58315
301144,2,2,58316
301145,1,2,58316
301146,2,2,58317
301147,1,4,58317
301148,2,2,58318
301149,1,4,58318
301150,2,2,58319
301151,1,4,58319
301152,2,2,58320
301153,1,4,58320
301158,2,2,58323
301159,1,2,58323
301162,2,2,58325
301163,1,2,58325
301164,2,2,58326
301165,1,2,58326
301166,2,2,58327
301167,1,2,58327
301168,2,2,58328
301169,1,2,58328
301170,2,2,58329
301171,1,4,58329
301172,2,2,58330
301173,1,2,58330
301174,2,2,58331
301175,1,4,58331
301176,2,2,58332
301177,1,4,58332
301178,2,2,58333
301179,1,2,58333
301180,2,2,58334
301181,1,2,58334
301182,2,2,58335
301183,1,2,58335
301184,2,2,58336
301185,1,2,58336
301186,2,2,58337
301187,1,2,58337
301188,2,2,58338
301189,1,2,58338
301190,2,2,58339
301191,1,2,58339
301192,2,2,58340
301193,1,2,58340
301194,2,2,58341
301195,1,2,58341
301196,2,2,58342
301197,1,2,58342
301198,2,2,58343
301199,1,2,58343
301200,2,2,58344
301201,1,2,58344
301202,2,2,58345
301203,1,2,58345
301204,2,2,58346
301205,1,3,58346
301206,2,2,58347
301207,1,2,58347
301208,2,2,58348
301209,1,2,58348
301212,2,2,58350
301213,1,2,58350
301216,2,2,58352
301217,1,2,58352
301218,2,2,58353
301219,1,2,58353
301220,2,2,58354
301221,1,2,58354
301222,2,2,58355
301223,1,2,58355
301224,2,2,58356
301225,1,2,58356
301226,2,2,58357
301227,1,4,58357
301228,2,2,58358
301229,1,4,58358
301230,2,2,58359
301231,1,3,58359
301232,2,2,58360
301233,1,2,58360
301234,2,2,58361
301235,1,2,58361
301236,2,2,58362
301237,1,4,58362
301238,2,2,58363
301239,1,2,58363
301240,2,2,58364
301241,1,2,58364
301242,2,2,58365
301243,1,2,58365
301244,2,2,58366
301245,1,2,58366
301246,2,2,58367
301247,1,2,58367
301250,2,2,58369
301251,1,2,58369
301252,2,2,58370
301253,1,2,58370
301254,2,2,58371
301255,1,2,58371
301256,2,2,58372
301257,1,2,58372
301258,2,2,58373
301259,1,2,58373
301260,2,2,58374
301261,1,2,58374
301262,2,2,58375
301263,1,2,58375
301264,2,2,58376
301265,1,2,58376
301266,2,2,58377
301267,1,2,58377
301268,2,2,58378
301269,1,2,58378
301270,2,2,58379
301271,1,2,58379
301272,2,2,58380
301273,1,2,58380
301274,2,2,58381
301275,1,2,58381
301276,2,2,58382
301277,1,2,58382
301278,2,2,58383
301279,1,2,58383
301280,2,2,58384
301281,1,2,58384
301282,2,2,58385
301283,1,2,58385
301284,2,2,58386
301285,1,2,58386
301286,2,2,58387
301287,1,2,58387
301288,2,2,58388
301289,1,2,58388
301290,2,2,58389
301291,1,2,58389
301292,2,2,58390
301293,1,2,58390
301294,2,2,58391
301295,1,2,58391
301296,2,2,58392
301297,1,2,58392
301298,2,2,58393
301299,1,2,58393
301300,2,2,58394
301301,1,2,58394
301302,2,2,58395
301303,1,2,58395
301304,2,2,58396
301305,1,2,58396
301306,2,2,58397
301307,1,2,58397
301308,2,2,58398
301309,1,2,58398
301310,2,2,58399
301311,1,2,58399
301312,2,2,58400
301313,1,2,58400
301314,2,2,58401
301315,1,2,58401
301316,2,2,58402
301317,1,2,58402
301318,2,2,58403
301319,1,2,58403
301320,2,2,58404
301321,1,2,58404
301322,2,2,58405
301323,1,2,58405
301324,2,2,58406
301325,1,2,58406
301326,2,2,58407
301327,1,4,58407
301328,2,2,58408
301329,1,2,58408
301330,2,2,58409
301331,1,1,58409
301332,2,2,58410
301333,1,2,58410
301334,2,2,58411
301335,1,2,58411
301336,2,2,58412
301337,1,4,58412
301338,2,2,58413
301339,1,2,58413
301340,2,2,58414
301341,1,4,58414
301342,2,2,58415
301343,1,2,58415
301344,2,2,58416
301345,1,2,58416
301346,2,2,58417
301347,1,2,58417
301348,2,2,58418
301349,1,2,58418
301350,2,2,58419
301351,1,2,58419
301352,2,2,58420
301353,1,2,58420
301354,2,2,58421
301355,1,2,58421
301356,2,2,58422
301357,1,2,58422
301358,2,2,58423
301359,1,2,58423
301360,2,2,58424
301361,1,2,58424
301362,2,2,58425
301363,1,2,58425
301364,2,2,58426
301365,1,2,58426
301366,2,2,58427
301367,1,2,58427
301368,2,2,58428
301369,1,2,58428
301370,2,2,58429
301371,1,2,58429
301372,2,2,58430
301373,1,2,58430
301374,2,2,58431
301375,1,2,58431
301376,2,2,58432
301377,1,2,58432
301378,2,2,58433
301379,1,2,58433
301380,2,2,58434
301381,1,2,58434
301382,2,2,58435
301383,1,2,58435
301386,2,2,58437
301387,1,2,58437
301388,2,2,58438
301389,1,2,58438
301390,2,2,58439
301391,1,2,58439
301392,2,2,58440
301393,1,2,58440
301394,2,2,58441
301395,1,2,58441
301396,2,2,58442
301397,1,2,58442
301398,2,2,58443
301399,1,2,58443
301400,2,2,58444
301401,1,2,58444
301402,2,2,58445
301403,1,2,58445
301404,2,2,58446
301405,1,2,58446
301406,2,2,58447
301407,1,2,58447
301408,2,2,58448
301409,1,3,58448
301410,2,2,58449
301411,1,2,58449
301414,2,2,58451
301415,1,2,58451
301416,2,2,58452
301417,1,2,58452
301418,2,2,58453
301419,1,4,58453
301420,2,2,58454
301421,1,2,58454
301422,2,2,58455
301423,1,2,58455
301424,2,2,58456
301425,1,2,58456
301426,2,2,58457
301427,1,2,58457
301428,2,2,58458
301429,1,2,58458
301430,2,2,58459
301431,1,2,58459
301432,2,2,58460
301433,1,2,58460
301434,2,2,58461
301435,1,2,58461
301436,2,2,58462
301437,1,2,58462
301438,2,2,58463
301439,1,2,58463
301440,2,2,58464
301441,1,2,58464
301442,2,2,58465
301443,1,2,58465
301446,2,2,58467
301447,1,2,58467
301448,2,2,58468
301449,1,2,58468
301450,2,2,58469
301451,1,2,58469
301452,2,2,58470
301453,1,2,58470
301454,2,2,58471
301455,1,2,58471
301456,2,2,58472
301457,1,2,58472
301458,2,2,58474
301459,1,2,58474
301460,2,2,58475
301461,1,2,58475
301462,2,2,58476
301463,1,2,58476
301464,2,2,58477
301465,1,2,58477
301466,2,2,58478
301467,1,2,58478
301468,2,2,58479
301469,1,2,58479
301470,2,2,58480
301471,1,2,58480
301472,2,2,58481
301473,1,2,58481
301474,2,2,58482
301475,1,2,58482
301476,2,2,58483
301477,1,2,58483
301478,2,2,58484
301479,1,2,58484
301480,2,2,58485
301481,1,2,58485
301486,2,2,58488
301487,1,2,58488
301488,2,2,58489
301489,1,2,58489
301490,2,2,58490
301491,1,2,58490
301492,2,2,58491
301493,1,2,58491
301494,2,2,58492
301495,1,2,58492
301496,2,2,58493
301497,1,2,58493
301498,2,2,58494
301499,1,2,58494
301500,2,2,58495
301501,1,2,58495
301502,2,2,58496
301503,1,2,58496
301504,2,2,58497
301505,1,2,58497
301506,2,2,58498
301507,1,2,58498
301508,2,2,58500
301509,1,2,58500
301510,2,2,58501
301511,1,2,58501
301512,2,2,58502
301513,1,2,58502
301514,2,2,58503
301515,1,2,58503
301516,2,2,58504
301517,1,2,58504
301518,2,2,58505
301519,1,2,58505
301520,2,2,58506
301521,1,2,58506
301522,2,2,58507
301523,1,2,58507
301524,2,2,58508
301525,1,2,58508
301526,2,2,58509
301527,1,2,58509
301528,2,2,58510
301529,1,2,58510
301530,2,2,58511
301531,1,2,58511
301532,2,2,58513
301533,1,2,58513
301534,2,2,58514
301535,1,3,58514
301538,2,2,58516
301539,1,3,58516
301540,2,2,58517
301541,1,2,58517
301542,2,2,58518
301543,1,2,58518
301544,2,2,58519
301545,1,2,58519
301546,2,2,58520
301547,1,2,58520
301548,2,2,58521
301549,1,2,58521
301550,2,2,58522
301551,1,2,58522
301552,2,2,58523
301553,1,2,58523
301554,2,2,58524
301555,1,2,58524
301556,2,2,58525
301557,1,2,58525
301558,2,2,58526
301559,1,2,58526
301560,2,2,58527
301561,1,2,58527
301562,2,2,58528
301563,1,3,58528
301564,2,2,58529
301565,1,2,58529
301566,2,2,58530
301567,1,2,58530
301568,2,2,58531
301569,1,4,58531
301570,2,2,58532
301571,1,2,58532
301572,2,2,58533
301573,1,2,58533
301574,2,2,58534
301575,1,2,58534
301578,2,2,58536
301579,1,2,58536
301580,2,2,58537
301581,1,2,58537
301582,2,2,58538
301583,1,2,58538
301584,2,2,58539
301585,1,2,58539
301586,2,2,58540
301587,1,2,58540
301588,2,2,58541
301589,1,2,58541
301590,2,2,58542
301591,1,2,58542
301592,2,2,58543
301593,1,2,58543
301594,2,2,58544
301595,1,2,58544
301596,2,2,58545
301597,1,2,58545
301598,2,2,58546
301599,1,2,58546
301600,2,2,58547
301601,1,2,58547
301602,2,2,58548
301603,1,2,58548
301604,2,2,58549
301605,1,2,58549
301606,2,2,58550
301607,1,2,58550
301608,2,2,58551
301609,1,2,58551
301610,2,2,58552
301611,1,2,58552
301612,2,2,58553
301613,1,2,58553
301614,2,2,58554
301615,1,2,58554
301616,2,2,58555
301617,1,2,58555
301618,2,2,58556
301619,1,2,58556
301620,2,2,58557
301621,1,2,58557
301622,2,2,58558
301623,1,2,58558
301624,2,2,58559
301625,1,2,58559
301626,2,2,58560
301627,1,2,58560
301628,2,2,58561
301629,1,2,58561
301630,2,2,58562
301631,1,2,58562
301632,2,2,58563
301633,1,2,58563
301634,2,2,58564
301635,1,2,58564
301636,2,2,58565
301637,1,4,58565
301638,2,2,58566
301639,1,2,58566
301640,2,2,58567
301641,1,2,58567
301644,2,2,58569
301645,1,2,58569
301646,2,2,58570
301647,1,2,58570
301648,2,2,58572
301649,1,2,58572
301650,2,2,58573
301651,1,2,58573
301652,2,2,58574
301653,1,2,58574
301654,2,2,58575
301655,1,2,58575
301656,2,2,58576
301657,1,2,58576
301658,2,2,58577
301659,1,1,58577
301660,2,2,58578
301661,1,2,58578
301662,2,2,58579
301663,1,2,58579
301664,2,2,58580
301665,1,2,58580
301668,2,2,58582
301669,1,2,58582
301670,2,2,58583
301671,1,2,58583
301672,2,2,58584
301673,1,2,58584
301674,2,2,58585
301675,1,2,58585
301676,2,2,58586
301677,1,2,58586
301678,2,2,58587
301679,1,2,58587
301680,2,2,58588
301681,1,4,58588
301682,2,2,58589
301683,1,4,58589
301684,2,2,58590
301685,1,2,58590
301686,2,2,58591
301687,1,2,58591
301688,2,2,58592
301689,1,2,58592
301690,2,2,58593
301691,1,2,58593
301692,2,2,58594
301693,1,2,58594
301694,2,2,58595
301695,1,2,58595
301696,2,2,58596
301697,1,2,58596
301698,2,2,58597
301699,1,2,58597
301700,2,2,58598
301701,1,2,58598
301702,2,2,58599
301703,1,2,58599
301704,2,2,58600
301705,1,2,58600
301706,2,2,58601
301707,1,2,58601
301708,2,2,58602
301709,1,2,58602
301710,2,2,58603
301711,1,2,58603
301712,2,2,58604
301713,1,2,58604
301714,2,2,58605
301715,1,2,58605
301716,2,2,58606
301717,1,2,58606
301718,2,2,58607
301719,1,2,58607
301720,2,2,58608
301721,1,2,58608
301722,2,2,58609
301723,1,2,58609
301724,2,2,58610
301725,1,2,58610
301726,2,2,58611
301727,1,2,58611
301730,2,2,58613
301731,1,4,58613
301732,2,2,58614
301733,1,2,58614
301734,2,2,58615
301735,1,2,58615
301736,2,2,58616
301737,1,2,58616
301738,2,2,58617
301739,1,2,58617
301740,2,2,58618
301741,1,2,58618
301742,2,2,58619
301743,1,2,58619
