uid,coordinateX,coordinateY,slide,annoId,orderIdx
121918,20785,15616,8,121918,1.0
121919,20706,15586,8,121919,1.0
121920,20626,16141,8,121920,1.0
121921,20628,16086,8,121921,1.0
121922,20716,16030,8,121922,1.0
121923,21600,15751,8,121923,1.0
121924,21669,15787,8,121924,1.0
121925,21650,15718,8,121925,1.0
121926,21508,15805,8,121926,1.0
121927,22133,15899,8,121927,1.0
121928,22122,15975,8,121928,1.0
121929,22095,15949,8,121929,1.0
121930,22040,15937,8,121930,1.0
121931,22029,15907,8,121931,1.0
121932,22083,15788,8,121932,1.0
121933,22017,15754,8,121933,1.0
121934,22121,15657,8,121934,1.0
121935,21979,15782,8,121935,1.0
121936,22002,15979,8,121936,1.0
121938,22078,16379,8,121938,1.0
121939,22077,16315,8,121939,1.0
121941,22049,16424,8,121941,1.0
121942,22004,16398,8,121942,1.0
121943,22017,16357,8,121943,1.0
121944,21949,16371,8,121944,1.0
121945,21916,16349,8,121945,1.0
121946,21887,16258,8,121946,1.0
121947,21796,16198,8,121947,1.0
121948,21834,16182,8,121948,1.0
121949,21757,16224,8,121949,1.0
121950,21694,16331,8,121950,1.0
121952,20975,25535,8,121952,1.0
121953,21041,25493,8,121953,1.0
121954,21045,25450,8,121954,1.0
121955,21098,25477,8,121955,1.0
121956,21120,25511,8,121956,1.0
121957,21141,25489,8,121957,1.0
121958,21083,25537,8,121958,1.0
121959,21666,25458,8,121959,1.0
121960,21666,25403,8,121960,1.0
121961,21703,25369,8,121961,1.0
121962,21927,25493,8,121962,1.0
121963,21834,25496,8,121963,1.0
121964,21802,25581,8,121964,1.0
121965,21730,25603,8,121965,1.0
121966,21662,25530,8,121966,1.0
121967,21629,25508,8,121967,1.0
121968,21926,25873,8,121968,1.0
121969,21893,25905,8,121969,1.0
121971,21830,25790,8,121971,1.0
121972,21807,25701,8,121972,1.0
121973,21797,25670,8,121973,1.0
121974,21797,25637,8,121974,1.0
121975,21829,25618,8,121975,1.0
121976,21919,25560,8,121976,1.0
121977,21685,25623,8,121977,1.0
121978,21940,25269,8,121978,1.0
121979,21733,25245,8,121979,1.0
121980,21734,25295,8,121980,1.0
121981,18684,36909,8,121981,1.0
121982,18708,36944,8,121982,1.0
121984,18578,37000,8,121984,1.0
121985,18607,36964,8,121985,1.0
121986,18561,36963,8,121986,1.0
121987,18582,36904,8,121987,1.0
121988,18775,36908,8,121988,1.0
121989,18773,36960,8,121989,1.0
121990,18798,36986,8,121990,1.0
121991,18783,37016,8,121991,1.0
121992,18806,37042,8,121992,1.0
121993,18765,37077,8,121993,1.0
121994,18716,37075,8,121994,1.0
121995,18734,37119,8,121995,1.0
121996,18782,37108,8,121996,1.0
121997,11558,34139,8,121997,1.0
121998,11587,34152,8,121998,1.0
121999,11616,34251,8,121999,1.0
122000,11648,34267,8,122000,1.0
122001,11594,34293,8,122001,1.0
122002,11473,34234,8,122002,1.0
122003,11530,34232,8,122003,1.0
122004,11485,34124,8,122004,1.0
122005,11528,34105,8,122005,1.0
122006,11536,34058,8,122006,1.0
122007,11491,34049,8,122007,1.0
122008,11418,34257,8,122008,1.0
122009,11465,34262,8,122009,1.0
122010,11572,34335,8,122010,1.0
122011,11603,34344,8,122011,1.0
122012,11639,34333,8,122012,1.0
122013,11631,34299,8,122013,1.0
122014,11630,34387,8,122014,1.0
122015,11580,34405,8,122015,1.0
122016,10761,33808,8,122016,1.0
122017,10735,33789,8,122017,1.0
122018,10667,33791,8,122018,1.0
122019,10672,33857,8,122019,1.0
122020,10615,33829,8,122020,1.0
122021,10626,33858,8,122021,1.0
122022,10624,33909,8,122022,1.0
122023,10668,33940,8,122023,1.0
122024,10450,33774,8,122024,1.0
122025,10497,33806,8,122025,1.0
122026,10468,33817,8,122026,1.0
122027,10505,33771,8,122027,1.0
122028,10495,33864,8,122028,1.0
122029,10341,33900,8,122029,1.0
122030,10401,33967,8,122030,1.0
122031,10390,33924,8,122031,1.0
122032,10366,33787,8,122032,1.0
122033,10937,34476,8,122033,1.0
122034,10916,34434,8,122034,1.0
122035,10877,34422,8,122035,1.0
122036,10877,34382,8,122036,1.0
122037,10861,34448,8,122037,1.0
122038,10818,34533,8,122038,1.0
122039,10882,34555,8,122039,1.0
122040,10893,34610,8,122040,1.0
122041,10973,34565,8,122041,1.0
122042,10776,34467,8,122042,1.0
122043,10751,34448,8,122043,1.0
122044,10759,34401,8,122044,1.0
122045,10759,34350,8,122045,1.0
122046,10932,34315,8,122046,1.0
122047,22063,40402,8,122047,1.0
122048,22061,40338,8,122048,1.0
122049,22053,40371,8,122049,1.0
122050,22133,40384,8,122050,1.0
122051,22276,40308,8,122051,1.0
122052,22200,40313,8,122052,1.0
122053,22249,40336,8,122053,1.0
122054,22254,40399,8,122054,1.0
122055,22219,41286,8,122055,1.0
122056,22194,41270,8,122056,1.0
122057,22207,41202,8,122057,1.0
122058,22265,41261,8,122058,1.0
122059,22548,41114,8,122059,1.0
122060,22548,41151,8,122060,1.0
122061,22558,41178,8,122061,1.0
122062,22610,41157,8,122062,1.0
122063,22660,41081,8,122063,1.0
122064,22676,41219,8,122064,1.0
122065,22570,41223,8,122065,1.0
122066,22364,40427,8,122066,1.0
122067,22335,40408,8,122067,1.0
122068,22033,40465,8,122068,1.0
122069,22003,40481,8,122069,1.0
122070,22190,41068,8,122070,1.0
122071,22156,41098,8,122071,1.0
122072,22105,41084,8,122072,1.0
122073,33791,35818,8,122073,1.0
122074,33799,35878,8,122074,1.0
122075,33711,35900,8,122075,1.0
122076,50462,50777,8,122076,1.0
122077,50488,50821,8,122077,1.0
122078,50444,50856,8,122078,1.0
122079,50434,50806,8,122079,1.0
122080,50427,50733,8,122080,1.0
122081,50237,50620,8,122081,1.0
122082,50262,50583,8,122082,1.0
122083,50219,50549,8,122083,1.0
122084,50179,50562,8,122084,1.0
122085,50096,50545,8,122085,1.0
122086,50088,50622,8,122086,1.0
122087,50097,50671,8,122087,1.0
122088,50136,50649,8,122088,1.0
122089,50174,50778,8,122089,1.0
122090,50246,50913,8,122090,1.0
122091,50469,50999,8,122091,1.0
122092,50491,50954,8,122092,1.0
122093,50516,51187,8,122093,1.0
122094,50457,51116,8,122094,1.0
122095,50442,51356,8,122095,1.0
122096,50190,51248,8,122096,1.0
122097,50134,51346,8,122097,1.0
122098,50016,51378,8,122098,1.0
122099,50059,51347,8,122099,1.0
122100,50543,51336,8,122100,1.0
122101,50500,51324,8,122101,1.0
122102,51606,50853,8,122102,1.0
122103,51642,50843,8,122103,1.0
122104,51718,50870,8,122104,1.0
122105,51728,50905,8,122105,1.0
122106,51718,51011,8,122106,1.0
122107,51762,50989,8,122107,1.0
122108,51638,51013,8,122108,1.0
122109,51646,51058,8,122109,1.0
122110,51703,51041,8,122110,1.0
122111,51775,50706,8,122111,1.0
122112,51729,50703,8,122112,1.0
122113,51806,50502,8,122113,1.0
122114,51837,50526,8,122114,1.0
122115,50527,51420,8,122115,1.0
122116,50601,51463,8,122116,1.0
122117,50410,51470,8,122117,1.0
122118,50064,51444,8,122118,1.0
122119,50102,51121,8,122119,1.0
122120,50145,50998,8,122120,1.0
122121,50142,50969,8,122121,1.0
122122,49987,50916,8,122122,1.0
122123,50034,50770,8,122123,1.0
122124,50052,50731,8,122124,1.0
122125,50035,50665,8,122125,1.0
122126,50700,50734,8,122126,1.0
122127,68414,63313,8,122127,1.0
122128,68483,63342,8,122128,1.0
122129,68490,63383,8,122129,1.0
122130,68440,63428,8,122130,1.0
122131,68373,63522,8,122131,1.0
122132,68419,63540,8,122132,1.0
122133,68601,63379,8,122133,1.0
122134,68647,63389,8,122134,1.0
122135,68320,63207,8,122135,1.0
122136,68711,62803,8,122136,1.0
122138,68738,62819,8,122138,1.0
122139,68693,62870,8,122139,1.0
122140,68645,62937,8,122140,1.0
122141,68711,62952,8,122141,1.0
122142,68599,62949,8,122142,1.0
122143,68562,62942,8,122143,1.0
122144,68849,62794,8,122144,1.0
122145,68835,62841,8,122145,1.0
122146,68882,62806,8,122146,1.0
122147,68912,62789,8,122147,1.0
122148,68940,62926,8,122148,1.0
122149,68922,62859,8,122149,1.0
122151,68881,63005,8,122151,1.0
122152,68896,63036,8,122152,1.0
122153,68935,63046,8,122153,1.0
122154,68872,63060,8,122154,1.0
122155,68757,63054,8,122155,1.0
122156,68736,63083,8,122156,1.0
122157,67364,62904,8,122157,1.0
122158,67339,62937,8,122158,1.0
122159,67327,63038,8,122159,1.0
122160,67292,63066,8,122160,1.0
122161,67319,63079,8,122161,1.0
122162,67408,63003,8,122162,1.0
122163,67435,62989,8,122163,1.0
122164,67447,62866,8,122164,1.0
122165,67460,62838,8,122165,1.0
122166,67544,62883,8,122166,1.0
122167,67635,62844,8,122167,1.0
122168,67678,62794,8,122168,1.0
122169,67687,62762,8,122169,1.0
122170,67725,62765,8,122170,1.0
122171,67635,62778,8,122171,1.0
122173,67510,62941,8,122173,1.0
122174,67418,63173,8,122174,1.0
122175,67347,63190,8,122175,1.0
122176,67346,63220,8,122176,1.0
122177,67281,63214,8,122177,1.0
122178,67048,63015,8,122178,1.0
122179,67156,62792,8,122179,1.0
122180,67242,62811,8,122180,1.0
122181,67252,62754,8,122181,1.0
122182,67327,62769,8,122182,1.0
122183,67385,62739,8,122183,1.0
122184,50906,60040,8,122184,1.0
122185,50928,60066,8,122185,1.0
122186,50850,59959,8,122186,1.0
122187,50608,60049,8,122187,1.0
122188,50762,59989,8,122188,1.0
122189,50652,60156,8,122189,1.0
122190,50694,60176,8,122190,1.0
122191,50711,60208,8,122191,1.0
122192,50981,60176,8,122192,1.0
122193,51061,60150,8,122193,1.0
122194,51098,60168,8,122194,1.0
122195,51091,60216,8,122195,1.0
122196,51014,60447,8,122196,1.0
122197,50960,60476,8,122197,1.0
122198,50888,60506,8,122198,1.0
122199,50825,60490,8,122199,1.0
122200,50152,60475,8,122200,1.0
122201,50137,60425,8,122201,1.0
122202,49932,60360,8,122202,1.0
122203,51410,59914,8,122203,1.0
122204,51400,60007,8,122204,1.0
122205,51357,60055,8,122205,1.0
122206,51302,60053,8,122206,1.0
122207,51249,59959,8,122207,1.0
122208,51233,59874,8,122208,1.0
122209,51208,59994,8,122209,1.0
122210,51227,60116,8,122210,1.0
122211,51187,60327,8,122211,1.0
122212,51241,60187,8,122212,1.0
122213,51136,60317,8,122213,1.0
122214,51210,60510,8,122214,1.0
122215,51303,60490,8,122215,1.0
122216,51371,60595,8,122216,1.0
122217,51149,60644,8,122217,1.0
122218,51370,60782,8,122218,1.0
122220,51509,60838,8,122220,1.0
122221,57264,53569,8,122221,1.0
122222,57210,53625,8,122222,1.0
122223,57223,53663,8,122223,1.0
122224,57261,53690,8,122224,1.0
122225,57214,53705,8,122225,1.0
122226,57290,53725,8,122226,1.0
122228,57218,53824,8,122228,1.0
122229,57141,53833,8,122229,1.0
122230,57167,53855,8,122230,1.0
122231,57031,53805,8,122231,1.0
122232,56972,53783,8,122232,1.0
122233,56897,53679,8,122233,1.0
122234,56906,53713,8,122234,1.0
122235,56934,53611,8,122235,1.0
122236,56931,53567,8,122236,1.0
122237,56898,53477,8,122237,1.0
122238,57759,53850,8,122238,1.0
122239,57704,53908,8,122239,1.0
122241,57816,53954,8,122241,1.0
122242,57770,53934,8,122242,1.0
122243,57736,53993,8,122243,1.0
122244,57767,53963,8,122244,1.0
122245,57848,53863,8,122245,1.0
122246,57919,53871,8,122246,1.0
122247,57865,53758,8,122247,1.0
122248,57662,54055,8,122248,1.0
122249,56051,53901,8,122249,1.0
122250,56088,53912,8,122250,1.0
122251,56071,53849,8,122251,1.0
122252,56206,53902,8,122252,1.0
122253,56248,53867,8,122253,1.0
122254,56311,53828,8,122254,1.0
122255,56338,53841,8,122255,1.0
122256,56379,53883,8,122256,1.0
122257,56409,53863,8,122257,1.0
122258,56445,53863,8,122258,1.0
122259,56285,53955,8,122259,1.0
122260,56259,53956,8,122260,1.0
122261,56209,53973,8,122261,1.0
122262,56421,54126,8,122262,1.0
122263,56451,54095,8,122263,1.0
122264,56285,54163,8,122264,1.0
122265,56254,54174,8,122265,1.0
122266,56229,54220,8,122266,1.0
122267,56401,53538,8,122267,1.0
122268,56428,53473,8,122268,1.0
122269,56494,53451,8,122269,1.0
122270,56206,53386,8,122270,1.0
122271,56156,53403,8,122271,1.0
122272,64205,60771,8,122272,1.0
122273,64199,60709,8,122273,1.0
122274,64185,60660,8,122274,1.0
122275,64110,60733,8,122275,1.0
122276,64082,60719,8,122276,1.0
122277,64039,60705,8,122277,1.0
122278,64010,60790,8,122278,1.0
122279,63973,60741,8,122279,1.0
122280,63936,60750,8,122280,1.0
122281,63925,60675,8,122281,1.0
122282,63907,60632,8,122282,1.0
122283,63931,60610,8,122283,1.0
122284,63949,60636,8,122284,1.0
122285,63994,60556,8,122285,1.0
122286,64023,60477,8,122286,1.0
122287,64102,60519,8,122287,1.0
122288,63975,60448,8,122288,1.0
122289,63901,60517,8,122289,1.0
122290,63983,60479,8,122290,1.0
122291,63915,60555,8,122291,1.0
122292,63850,60553,8,122292,1.0
122293,63765,60647,8,122293,1.0
122294,63668,60660,8,122294,1.0
122295,63655,60569,8,122295,1.0
122296,63704,60541,8,122296,1.0
122297,63697,60591,8,122297,1.0
122298,63789,60462,8,122298,1.0
122299,63807,60432,8,122299,1.0
122300,63816,60387,8,122300,1.0
122301,63923,60346,8,122301,1.0
122302,68813,64650,8,122302,1.0
122303,68762,64650,8,122303,1.0
122304,68722,64626,8,122304,1.0
122305,68716,64660,8,122305,1.0
122307,68716,64696,8,122307,1.0
122308,68643,64734,8,122308,1.0
122309,68611,64761,8,122309,1.0
122310,68590,64788,8,122310,1.0
122311,68714,64777,8,122311,1.0
122312,68775,64721,8,122312,1.0
122313,68799,64754,8,122313,1.0
122314,68827,64728,8,122314,1.0
122315,68794,64605,8,122315,1.0
122316,68750,64584,8,122316,1.0
122317,68661,64525,8,122317,1.0
122319,68615,64618,8,122319,1.0
122320,68560,64634,8,122320,1.0
122321,68529,64645,8,122321,1.0
122322,68449,64605,8,122322,1.0
122323,68723,64926,8,122323,1.0
122324,50907,53695,8,122324,1.0
122326,50986,53571,8,122326,1.0
122327,51061,53556,8,122327,1.0
122328,51147,53662,8,122328,1.0
122329,50996,53748,8,122329,1.0
122330,50625,54043,8,122330,1.0
122331,50616,54071,8,122331,1.0
122332,50576,54063,8,122332,1.0
122334,50919,54008,8,122334,1.0
122335,50652,54187,8,122335,1.0
122336,51616,53716,8,122336,1.0
122337,51789,53637,8,122337,1.0
122338,51756,53679,8,122338,1.0
122341,51844,53778,8,122341,1.0
122342,51815,53808,8,122342,1.0
122343,51796,53872,8,122343,1.0
122344,51761,53856,8,122344,1.0
122345,51921,53623,8,122345,1.0
122346,51933,53775,8,122346,1.0
122347,51879,53726,8,122347,1.0
122348,51958,53601,8,122348,1.0
122349,51974,53408,8,122349,1.0
122350,51871,53364,8,122350,1.0
122351,51699,53452,8,122351,1.0
122352,51664,53434,8,122352,1.0
122353,51636,53425,8,122353,1.0
122354,51601,53391,8,122354,1.0
122355,51160,53779,8,122355,1.0
122356,51074,53872,8,122356,1.0
122357,51085,53972,8,122357,1.0
122358,51113,53956,8,122358,1.0
122359,51183,53977,8,122359,1.0
122360,50986,53925,8,122360,1.0
122361,50879,53813,8,122361,1.0
122362,50350,53724,8,122362,1.0
122363,50384,53675,8,122363,1.0
122364,50471,53731,8,122364,1.0
122365,50463,53659,8,122365,1.0
122366,50423,53634,8,122366,1.0
122367,50415,53442,8,122367,1.0
122368,50559,54123,8,122368,1.0
122369,50527,54111,8,122369,1.0
122370,50499,54060,8,122370,1.0
122371,50476,54134,8,122371,1.0
122372,22203,19835,8,122372,1.0
122373,22157,19858,8,122373,1.0
122374,22170,19802,8,122374,1.0
122375,22208,19789,8,122375,1.0
122376,22324,19735,8,122376,1.0
122377,22398,19804,8,122377,1.0
122378,22447,19799,8,122378,1.0
122379,22489,19725,8,122379,1.0
122380,22611,19706,8,122380,1.0
122381,22590,19779,8,122381,1.0
122382,22522,19811,8,122382,1.0
122384,22470,20002,8,122384,1.0
122385,22446,20062,8,122385,1.0
122386,22359,20104,8,122386,1.0
122387,22365,20043,8,122387,1.0
122388,22317,19949,8,122388,1.0
122389,22292,19990,8,122389,1.0
122390,22242,19925,8,122390,1.0
122391,22130,19909,8,122391,1.0
122392,22081,19907,8,122392,1.0
122393,22147,19965,8,122393,1.0
122394,22299,20190,8,122394,1.0
122395,22223,20328,8,122395,1.0
122396,22181,20230,8,122396,1.0
122397,21950,20261,8,122397,1.0
122398,21889,20300,8,122398,1.0
122399,21888,20330,8,122399,1.0
122400,21549,20186,8,122400,1.0
122401,21544,20222,8,122401,1.0
122402,21577,20231,8,122402,1.0
122403,21511,20396,8,122403,1.0
122404,21568,20399,8,122404,1.0
122405,21589,20428,8,122405,1.0
122406,23331,19666,8,122406,1.0
122407,23239,19721,8,122407,1.0
122408,23171,19612,8,122408,1.0
122409,23231,19591,8,122409,1.0
122410,22702,19516,8,122410,1.0
122411,22673,19514,8,122411,1.0
122412,22647,19555,8,122412,1.0
122413,22520,19525,8,122413,1.0
122414,23028,20408,8,122414,1.0
122415,23105,20477,8,122415,1.0
122416,23194,20444,8,122416,1.0
122417,22553,20007,8,122417,1.0
122418,22606,19992,8,122418,1.0
122419,22578,19951,8,122419,1.0
122420,22424,19874,8,122420,1.0
122421,22385,19871,8,122421,1.0
122422,14822,28532,8,122422,1.0
122423,14850,28543,8,122423,1.0
122424,14864,28574,8,122424,1.0
122425,14891,28595,8,122425,1.0
122426,14892,28646,8,122426,1.0
122427,14921,28654,8,122427,1.0
122428,14955,28675,8,122428,1.0
122429,14944,28710,8,122429,1.0
122430,14972,28755,8,122430,1.0
122431,14998,28733,8,122431,1.0
122432,14997,28780,8,122432,1.0
122433,15005,28806,8,122433,1.0
122434,14849,28747,8,122434,1.0
122435,14904,28772,8,122435,1.0
122436,14812,28743,8,122436,1.0
122437,14491,28660,8,122437,1.0
122438,14516,28701,8,122438,1.0
122439,14480,28707,8,122439,1.0
122440,14438,28725,8,122440,1.0
122441,14435,28753,8,122441,1.0
122442,14406,28803,8,122442,1.0
122443,14334,28806,8,122443,1.0
122444,14361,28850,8,122444,1.0
122445,14410,28914,8,122445,1.0
122446,14465,28848,8,122446,1.0
122447,14509,28850,8,122447,1.0
122448,14521,28806,8,122448,1.0
122449,14544,28781,8,122449,1.0
122450,14593,28770,8,122450,1.0
122451,14570,28804,8,122451,1.0
122452,14628,28809,8,122452,1.0
122453,14865,28666,8,122453,1.0
122454,15522,29046,8,122454,1.0
122455,15486,29018,8,122455,1.0
122456,15403,28959,8,122456,1.0
122457,15315,28993,8,122457,1.0
122458,15319,28950,8,122458,1.0
122459,15353,28856,8,122459,1.0
122460,15361,28815,8,122460,1.0
122461,15375,28736,8,122461,1.0
122462,15367,28694,8,122462,1.0
122463,15439,28729,8,122463,1.0
122464,15495,28729,8,122464,1.0
122465,15507,28764,8,122465,1.0
122466,16782,41344,8,122466,1.0
122467,16797,41283,8,122467,1.0
122469,16755,41283,8,122469,1.0
122470,16742,41244,8,122470,1.0
122471,16722,41217,8,122471,1.0
122472,16698,41249,8,122472,1.0
122473,16662,41280,8,122473,1.0
122474,16607,41361,8,122474,1.0
122475,16635,41398,8,122475,1.0
122476,16678,41349,8,122476,1.0
122477,16725,41409,8,122477,1.0
122478,16706,41453,8,122478,1.0
122479,16644,41427,8,122479,1.0
122480,16707,41492,8,122480,1.0
122481,16812,41389,8,122481,1.0
122482,15412,41079,8,122482,1.0
122483,15349,41066,8,122483,1.0
122484,15360,41117,8,122484,1.0
122485,15283,41108,8,122485,1.0
122486,15234,41128,8,122486,1.0
122487,15207,41090,8,122487,1.0
122488,15210,41013,8,122488,1.0
122489,15247,40977,8,122489,1.0
122490,15219,40934,8,122490,1.0
122491,15251,40946,8,122491,1.0
122492,15279,40907,8,122492,1.0
122493,15256,40884,8,122493,1.0
122494,15224,40856,8,122494,1.0
122495,15335,40958,8,122495,1.0
122496,15440,41017,8,122496,1.0
122497,15490,41020,8,122497,1.0
122498,15485,40991,8,122498,1.0
122499,15475,41081,8,122499,1.0
122500,15456,41156,8,122500,1.0
122501,15404,41157,8,122501,1.0
122502,15345,41160,8,122502,1.0
122503,15374,41163,8,122503,1.0
122504,15318,41168,8,122504,1.0
122505,15274,41156,8,122505,1.0
122506,15266,41199,8,122506,1.0
122507,15326,41244,8,122507,1.0
122508,16247,41733,8,122508,1.0
122509,16269,41691,8,122509,1.0
122510,16261,41612,8,122510,1.0
122511,16298,41627,8,122511,1.0
122512,16338,41595,8,122512,1.0
122514,16423,41649,8,122514,1.0
122515,16445,41697,8,122515,1.0
122516,16610,41580,8,122516,1.0
122518,16561,41573,8,122518,1.0
122519,16588,41526,8,122519,1.0
122520,16555,41479,8,122520,1.0
122521,16528,41462,8,122521,1.0
122522,16516,41421,8,122522,1.0
122523,50482,61638,8,122523,1.0
122524,54900,50437,8,122524,1.0
122525,49538,51691,8,122525,1.0
122528,55415,51246,8,122528,1.0
122529,50538,51845,8,122529,1.0
122530,55430,52418,8,122530,1.0
122531,52868,53257,8,122531,1.0
122533,58196,52853,8,122533,1.0
122534,60634,53329,8,122534,1.0
122535,43192,53816,8,122535,1.0
122536,52908,53517,8,122536,1.0
122538,45835,54306,8,122538,1.0
122540,54689,54711,8,122540,1.0
122541,45906,55205,8,122541,1.0
122542,48866,55416,8,122542,1.0
122543,55320,55031,8,122543,1.0
122544,56058,55943,8,122544,1.0
122545,60727,56517,8,122545,1.0
122546,63537,55964,8,122546,1.0
122547,57384,56753,8,122547,1.0
122548,62322,57204,8,122548,1.0
122549,64845,57237,8,122549,1.0
122550,65013,56678,8,122550,1.0
122551,55572,58073,8,122551,1.0
122552,59284,57535,8,122552,1.0
122553,59718,57525,8,122553,1.0
122554,60338,58047,8,122554,1.0
122555,62799,57737,8,122555,1.0
122556,64614,57922,8,122556,1.0
122557,68128,58085,8,122557,1.0
122558,51641,58557,8,122558,1.0
122561,61780,58360,8,122561,1.0
122562,60784,58146,8,122562,1.0
122563,67055,58497,8,122563,1.0
122564,67429,58355,8,122564,1.0
122566,58209,59678,8,122566,1.0
122567,58979,58887,8,122567,1.0
122568,60892,59497,8,122568,1.0
122569,61444,59169,8,122569,1.0
122570,54676,59743,8,122570,1.0
122571,54600,59998,8,122571,1.0
122572,60836,59925,8,122572,1.0
122573,67487,60339,8,122573,1.0
122574,70716,60261,8,122574,1.0
122575,58431,60740,8,122575,1.0
122576,62565,61213,8,122576,1.0
122577,64412,60891,8,122577,1.0
122578,68823,60716,8,122578,1.0
122580,50684,61988,8,122580,1.0
122581,60399,61884,8,122581,1.0
122582,72407,61460,8,122582,1.0
122583,52067,62317,8,122583,1.0
122584,53977,62152,8,122584,1.0
122585,55683,62709,8,122585,1.0
122586,58722,62636,8,122586,1.0
122587,60270,62162,8,122587,1.0
122588,61640,62107,8,122588,1.0
122589,65326,62832,8,122589,1.0
122590,65837,62478,8,122590,1.0
122591,67121,62640,8,122591,1.0
122592,70761,62551,8,122592,1.0
122593,71155,62592,8,122593,1.0
122594,72731,62738,8,122594,1.0
122595,51014,63602,8,122595,1.0
122596,51334,62938,8,122596,1.0
122597,55582,63270,8,122597,1.0
122598,57478,62984,8,122598,1.0
122599,60380,63347,8,122599,1.0
122600,60477,63096,8,122600,1.0
122601,61177,63531,8,122601,1.0
122602,60676,63630,8,122602,1.0
122603,61827,63273,8,122603,1.0
122604,63507,63022,8,122604,1.0
122605,65089,62965,8,122605,1.0
122606,69655,63154,8,122606,1.0
122607,70493,63337,8,122607,1.0
122608,70800,63377,8,122608,1.0
122609,54912,63988,8,122609,1.0
122610,56401,63802,8,122610,1.0
122611,59395,64384,8,122611,1.0
122612,60987,63891,8,122612,1.0
122613,62554,63672,8,122613,1.0
122614,63372,64280,8,122614,1.0
122615,67505,64283,8,122615,1.0
122616,67697,64003,8,122616,1.0
122617,70890,63690,8,122617,1.0
122618,73635,63716,8,122618,1.0
122619,74184,64376,8,122619,1.0
122620,73471,64341,8,122620,1.0
122621,58269,64453,8,122621,1.0
122622,64350,65091,8,122622,1.0
122623,65877,64961,8,122623,1.0
122624,70169,64706,8,122624,1.0
122625,71549,64726,8,122625,1.0
122627,64743,65722,8,122627,1.0
122628,66530,65454,8,122628,1.0
122630,75311,65864,8,122630,1.0
122631,63712,66569,8,122631,1.0
122632,63753,66583,8,122632,1.0
122633,69337,65966,8,122633,1.0
122635,72143,66505,8,122635,1.0
122636,60390,66915,8,122636,1.0
122637,65942,66979,8,122637,1.0
122638,59379,67974,8,122638,1.0
122639,63971,68141,8,122639,1.0
122641,72596,67984,8,122641,1.0
122642,60604,68450,8,122642,1.0
122643,68364,68830,8,122643,1.0
122644,72144,68844,8,122644,1.0
122645,57518,69323,8,122645,1.0
122646,63220,69840,8,122646,1.0
122647,66631,69161,8,122647,1.0
122648,69145,69234,8,122648,1.0
122649,68950,69298,8,122649,1.0
122652,61651,70161,8,122652,1.0
122653,62414,70696,8,122653,1.0
122654,64390,70014,8,122654,1.0
122655,55890,71313,8,122655,1.0
122656,65329,71819,8,122656,1.0
122657,64776,71996,8,122657,1.0
122658,66927,71511,8,122658,1.0
122659,68668,71651,8,122659,1.0
122660,64871,74360,8,122660,1.0
122661,47051,54212,8,122661,1.0
122662,48787,53781,8,122662,1.0
122663,51261,53928,8,122663,1.0
122664,52057,53380,8,122664,1.0
122665,51989,53330,8,122665,1.0
122666,51741,53710,8,122666,1.0
122667,21967,15986,8,122667,1.0
122668,8564,36515,8,122668,1.0
122670,57279,53840,8,122670,1.0
122672,67540,62990,8,122672,1.0
122673,67516,63009,8,122673,1.0
122674,67507,63055,8,122674,1.0
122675,67596,62833,8,122675,1.0
122677,68667,64704,8,122677,1.0
123552,61363,27877,4,123552,1.0
123553,61908,27647,4,123553,1.0
123554,61450,27125,4,123554,1.0
123555,61442,27020,4,123555,1.0
123556,60300,27880,4,123556,1.0
123557,34706,6232,4,123557,1.0
123558,37936,6102,4,123558,1.0
123559,41782,6091,4,123559,1.0
123560,30044,6997,4,123560,1.0
123561,29253,6646,4,123561,1.0
123562,34516,6748,4,123562,1.0
123563,35582,6861,4,123563,1.0
123564,36586,6796,4,123564,1.0
123565,38302,6726,4,123565,1.0
123566,41336,6880,4,123566,1.0
123567,45360,7164,4,123567,1.0
123568,27828,7847,4,123568,1.0
123570,29787,7849,4,123570,1.0
123571,30426,7937,4,123571,1.0
123572,30453,7756,4,123572,1.0
123573,30712,7412,4,123573,1.0
123574,31608,7320,4,123574,1.0
123575,30831,7968,4,123575,1.0
123576,31848,7614,4,123576,1.0
123577,34112,7432,4,123577,1.0
123578,36573,7395,4,123578,1.0
123580,41223,7966,4,123580,1.0
123581,42167,7876,4,123581,1.0
123582,45790,7627,4,123582,1.0
123583,23537,8602,4,123583,1.0
123584,31570,8024,4,123584,1.0
123585,30875,8744,4,123585,1.0
123586,32096,8198,4,123586,1.0
123587,36319,8538,4,123587,1.0
123588,37839,8036,4,123588,1.0
123589,37783,8405,4,123589,1.0
123590,38256,8572,4,123590,1.0
123591,42443,8137,4,123591,1.0
123592,43038,8635,4,123592,1.0
123593,46307,8690,4,123593,1.0
123594,46668,8019,4,123594,1.0
123595,46385,8060,4,123595,1.0
123596,49264,8471,4,123596,1.0
123597,49122,8024,4,123597,1.0
123598,27627,8813,4,123598,1.0
123599,28591,9410,4,123599,1.0
123600,29005,9104,4,123600,1.0
123601,30085,9061,4,123601,1.0
123602,30252,9453,4,123602,1.0
123603,30103,9490,4,123603,1.0
123604,30409,9176,4,123604,1.0
123605,30562,8874,4,123605,1.0
123606,30684,9461,4,123606,1.0
123607,32407,9337,4,123607,1.0
123608,33512,9407,4,123608,1.0
